Temperature_C,Humidity_Percent,CO_ppm
19.91,63.7,10.67
5.22,24.72,21.96
25.2,87.31,34.93
27.16,46.89,8.08
35.16,32.01,30.29
24.92,24.01,37.65
-5.21,49.38,39.04
-10.03,69.29,37.79
-12.2,91.8,40.13
-0.67,51.78,21.81
3.54,75.4,15.39
4.29,63.98,14.25
-14.59,58.35,28.21
-5.67,16.85,41.01
-12.11,21.89,0.81
39.22,60.21,6.75
5.25,24.39,21.75
23.14,49.95,28.09
17.39,40.82,35.02
27.54,37.55,27.8
29.87,73.44,1.24
6.73,83.56,23.45
10.83,31.92,19.18
-14.49,24.74,30.95
21.29,34.84,19.31
-2.7,34.72,41.54
5.44,26.37,23.91
14.14,84.01,33.77
9.19,62.47,34.28
17.86,18.15,26.43
37.77,67.26,30.74
26.32,23.57,15.75
33.38,71.19,30.94
16.46,62.8,7.79
35.92,24.98,44.76
27.1,28.78,10.94
20.64,39.66,34.35
-3.36,34.15,27.64
-0.49,74.91,14.01
-0.45,47.91,3.51
-1.39,39.13,37.72
-3.8,50.32,12.94
25.11,87.14,8.23
13.11,56.31,35.03
1.6,83.03,28.11
24.34,65.54,19.83
23.35,35.39,38.36
20.37,84.58,19.46
26.08,36.19,44.9
-3.49,36.72,41.49
20.88,86.59,18.53
13.28,39.14,5.03
37.35,75.96,36.39
1.49,81.1,38.79
-13.15,90.07,24.92
1.23,85.45,31.3
19.98,81.07,14.78
32.83,48.18,36.04
-7.97,72.13,22.23
1.54,37.21,38.61
39.84,24.99,27.21
34.41,24.67,34.64
-6.9,57.72,26.97
-3.49,38.78,18.62
4.25,16.35,10.31
-6.5,86.24,9.84
36.34,44.17,17.21
11.99,79.99,26.22
-14.86,68.61,31.94
-13.11,92.48,31.41
-5.66,83.02,41.93
34.64,27.83,22.58
-8.21,31.85,14.32
4.68,44.83,42.2
-3.06,52.01,6.37
30.43,52.72,19.12
34.96,22.79,5.78
30.38,19.84,41.61
10.34,45.22,10.42
-2.96,19.04,31.71
-4.47,86.48,16.11
20.13,17.66,33.11
12.35,73.45,29.27
15.72,35.39,31.7
32.38,72.72,31.13
37.33,32.73,11.45
34.77,41.81,16.29
-1.84,53.82,20.42
8.08,28.99,35.8
16.2,29.5,28.27
11.89,76.04,44.09
-0.93,43.55,27.88
-1.27,33.23,40.48
0.38,30.54,27.86
16.19,57.04,29.29
15.63,28.68,10.87
24.88,50.51,30.9
-1.81,25.82,35.21
36.2,40.8,1.93
-3.33,35.2,10.04
22.67,30.62,5.15
18.38,33.54,24.02
-9.57,44.1,43.83
-4.4,67.25,1.43
29.97,71.88,1.58
36.22,57.95,19.31
8.71,38.06,21.21
36.16,69.6,2.72
-14.91,56.34,32.02
15.23,43.29,41.8
31.1,26.73,43.3
17.95,81.32,8.32
32.0,24.51,32.33
-4.8,59.07,27.48
-0.6,56.87,33.15
-9.89,80.27,24.62
-9.69,63.28,36.78
23.77,88.31,23.56
-10.16,75.48,31.4
25.61,68.18,2.44
26.2,35.52,3.79
-11.64,53.72,42.55
-8.6,60.94,2.96
1.9,22.34,11.6
-11.46,24.13,30.58
29.89,37.63,14.92
10.43,17.11,23.09
-14.45,67.45,8.83
26.99,51.01,2.61
7.86,84.65,5.97
9.17,38.94,30.68
32.22,28.07,41.51
9.92,89.35,5.8
29.02,67.13,28.35
7.08,29.77,40.27
-10.64,16.67,35.02
4.19,19.71,41.27
-11.41,67.68,33.5
-3.59,28.81,27.55
26.81,27.69,14.83
-1.77,69.67,30.74
-9.5,24.77,33.22
3.65,19.48,36.45
16.54,22.49,21.44
-0.97,62.0,39.78
27.42,24.64,14.3
39.57,62.85,7.99
20.67,33.82,12.18
22.57,72.66,11.72
-6.17,58.64,32.5
30.6,60.11,0.29
-11.95,79.34,25.08
35.28,79.79,34.21
2.98,27.61,28.38
-0.86,51.84,14.82
-9.2,68.12,17.22
14.89,46.45,4.75
-12.04,81.88,25.47
11.92,19.56,32.91
29.77,54.22,39.21
26.7,76.44,10.33
-9.54,89.47,15.06
11.58,38.19,9.49
33.1,86.1,30.34
23.39,31.99,22.82
-11.75,21.82,15.02
-4.39,83.94,28.37
35.85,19.32,23.38
21.53,92.35,8.2
27.91,55.63,30.5
15.23,73.36,38.95
-9.02,28.75,43.75
11.71,59.21,26.15
14.11,76.57,6.97
9.5,79.15,3.58
38.84,37.27,0.68
0.84,81.81,17.66
-1.02,87.06,30.07
9.6,47.82,26.03
13.59,51.96,42.05
2.61,85.24,27.34
39.42,83.03,22.64
-8.64,42.1,38.77
38.98,62.61,41.96
35.41,88.47,3.65
36.31,82.39,15.79
6.08,90.95,12.52
18.37,79.17,8.01
16.99,37.46,13.22
18.18,22.65,18.78
-11.71,48.01,18.71
29.75,77.87,5.57
5.2,17.15,2.7
35.38,80.72,24.17
-4.82,88.55,40.28
16.79,44.94,20.31
17.92,68.83,19.51
-13.49,74.66,6.24
-4.51,84.85,12.5
11.5,65.42,36.22
17.82,87.66,18.73
-10.17,51.57,13.06
2.01,71.7,27.18
14.78,16.0,33.2
22.33,20.36,22.9
30.99,16.79,6.44
26.82,59.51,30.76
28.02,63.99,36.2
0.43,40.17,32.6
2.75,29.98,34.68
19.58,37.59,16.72
-5.45,86.46,32.08
34.99,39.38,32.98
24.86,25.29,31.57
-11.82,57.48,44.85
26.3,31.01,27.23
13.75,28.25,39.37
36.65,22.84,42.77
12.74,54.01,24.7
16.69,58.69,38.53
31.16,91.67,1.17
35.58,91.34,16.47
34.03,90.49,24.93
16.05,82.15,32.92
19.47,21.49,8.64
-14.93,75.47,24.95
16.45,76.14,2.78
-4.81,28.64,28.14
16.98,19.24,5.73
39.4,35.98,31.64
4.02,30.54,14.58
25.02,22.97,29.64
11.47,20.34,5.87
22.71,89.22,35.46
31.11,19.25,23.33
24.36,28.11,43.5
0.51,31.27,3.03
31.96,88.0,4.14
38.83,64.83,35.11
35.11,64.61,9.59
17.82,59.82,43.64
33.59,43.33,44.06
-6.32,69.51,6.26
-4.19,39.88,24.45
-0.85,35.38,28.54
27.44,41.56,41.35
-1.75,27.36,37.75
24.62,64.27,31.27
31.03,17.82,29.03
-3.9,43.28,18.5
15.21,59.11,39.69
31.09,54.71,32.53
-10.85,92.15,35.99
17.65,55.9,9.86
-4.32,69.38,19.54
33.84,35.41,31.37
33.31,54.45,41.0
18.31,42.94,24.04
4.93,46.25,35.21
27.83,90.4,38.41
0.4,25.32,23.8
29.95,23.27,4.03
-3.98,34.39,9.24
-7.96,31.71,0.36
22.84,92.0,10.18
24.41,50.0,44.86
1.34,29.85,42.26
-1.96,74.7,13.83
36.01,84.36,33.65
-12.01,50.38,2.42
17.54,92.02,14.71
29.17,46.62,16.58
37.65,40.01,27.13
25.83,26.67,33.65
29.53,48.0,16.89
35.98,39.65,36.68
9.43,16.8,38.99
-11.33,38.79,42.39
-1.44,78.48,12.61
39.75,72.87,15.34
-4.67,20.16,39.36
-1.61,61.72,0.76
7.2,50.25,26.79
33.05,59.84,36.84
28.68,27.94,41.77
17.54,85.61,18.88
12.55,84.37,24.19
22.84,73.36,32.46
-5.61,92.99,3.54
17.29,23.51,27.35
12.53,45.34,33.67
16.75,46.11,9.27
29.31,66.7,33.01
20.79,48.65,41.94
35.36,85.62,10.31
18.09,64.38,40.79
-0.64,31.52,18.2
6.75,62.41,32.91
5.06,91.58,10.09
23.38,37.7,38.81
21.56,35.05,17.94
0.07,86.47,18.12
35.99,72.77,20.36
-12.44,17.16,1.22
33.04,67.53,15.39
7.35,75.36,23.25
37.37,20.05,39.19
33.79,83.58,17.95
17.43,28.29,42.26
-9.31,52.97,43.81
24.61,91.43,6.49
24.39,38.81,18.89
20.02,55.02,6.19
-0.69,77.4,18.93
21.45,15.2,19.73
-4.77,74.34,9.83
25.4,49.51,1.41
17.23,46.53,11.41
-14.77,22.59,10.08
15.03,74.68,22.57
0.42,20.02,33.78
15.14,34.04,32.97
19.08,20.21,23.06
19.91,35.13,17.11
-11.44,83.47,33.83
-2.36,68.79,14.55
28.82,78.29,41.55
-10.39,58.53,33.01
31.53,23.52,18.2
25.3,89.47,31.83
-11.2,16.27,32.36
11.51,28.29,3.26
-3.71,23.67,33.73
-6.32,45.64,42.51
12.34,85.92,7.69
-1.32,32.31,23.9
36.67,63.71,19.44
3.57,62.22,16.85
-8.06,78.66,44.34
-0.28,70.58,20.21
-2.81,42.63,5.82
28.01,82.37,15.37
-3.37,52.75,9.36
-5.02,55.45,16.27
13.73,30.25,13.29
11.75,31.49,8.32
1.59,79.99,10.94
-6.76,74.44,13.72
33.86,50.72,44.98
4.08,84.44,36.53
16.5,41.99,39.58
-3.27,55.07,44.17
0.06,72.06,10.3
11.61,25.72,35.38
6.38,68.89,43.82
5.73,44.71,26.89
15.92,67.06,18.24
23.98,80.7,2.1
-13.59,84.95,25.87
-10.49,82.85,27.78
5.31,39.75,13.12
-1.21,54.1,11.04
34.02,52.93,10.39
33.91,52.15,17.26
39.39,92.27,11.16
4.97,25.36,1.58
30.21,77.94,3.94
20.95,39.96,1.81
7.37,25.65,44.07
-13.9,88.87,7.94
3.0,57.9,22.2
7.83,72.7,3.42
-11.54,47.01,9.17
-8.72,69.16,30.67
-6.59,16.49,12.01
-14.91,51.13,32.43
4.86,44.92,37.97
15.38,30.04,31.6
18.86,22.95,3.52
0.3,55.27,11.6
29.62,88.05,43.37
27.59,38.41,2.02
23.16,57.58,9.11
21.3,79.46,6.14
1.02,32.35,17.4
-8.21,71.63,22.22
-6.16,82.35,13.71
-12.04,74.98,9.57
1.34,15.9,24.53
-13.07,68.89,43.25
14.22,49.5,34.98
9.81,68.99,11.88
-9.68,23.62,28.48
-11.26,47.15,21.11
29.18,50.93,18.33
4.47,26.98,13.63
33.87,15.44,33.01
-13.74,60.26,28.61
3.83,26.38,39.34
7.64,66.9,14.49
35.87,71.39,40.61
-12.95,17.32,28.44
-5.78,68.84,22.01
18.78,44.63,18.07
5.26,85.47,25.74
-10.72,73.85,17.39
29.08,36.41,16.13
-0.12,18.34,28.62
22.42,62.1,0.63
13.37,55.99,17.71
-6.84,65.82,21.35
0.66,44.21,8.13
-1.17,30.88,12.53
13.84,26.69,40.16
27.58,59.77,12.03
17.01,42.93,26.22
14.69,49.01,20.34
37.62,39.15,37.71
8.78,27.25,0.77
34.88,92.79,17.22
-2.35,77.41,9.89
-6.43,62.69,7.15
27.09,91.71,34.33
-6.07,71.05,35.24
11.51,29.57,15.89
-14.22,36.77,17.57
3.32,16.06,2.67
7.67,44.25,26.79
4.33,85.6,43.88
-5.74,36.17,8.38
37.43,83.74,44.22
16.72,69.35,37.61
27.86,44.1,4.72
38.5,63.84,0.43
19.46,84.73,44.84
27.47,15.1,38.47
19.49,28.09,33.52
34.86,75.78,2.93
3.71,56.98,15.39
36.24,27.69,12.35
-0.97,71.35,21.11
13.81,21.77,33.38
4.28,21.73,38.81
28.07,63.22,0.19
-7.94,68.99,29.41
30.26,41.03,17.16
14.61,34.22,42.4
37.1,53.45,12.9
10.09,42.09,2.7
1.86,72.01,13.98
35.31,39.71,25.84
17.5,87.62,15.88
-8.04,51.59,17.16
15.73,28.01,33.6
-0.17,45.79,11.9
25.26,51.97,30.45
15.72,42.71,6.96
-8.4,54.79,9.75
9.11,84.69,9.52
23.09,50.71,39.58
-7.92,47.94,13.03
17.96,41.71,42.97
-13.68,57.63,23.0
13.21,78.16,21.52
-14.63,80.04,1.31
4.51,81.23,27.93
5.53,87.94,24.65
9.52,82.41,24.59
33.21,81.47,28.87
-6.23,73.86,24.12
16.54,18.69,31.19
0.62,68.64,31.4
34.91,45.06,3.57
-12.22,21.82,26.13
-6.16,84.21,30.36
25.18,26.48,21.22
30.56,72.65,17.56
20.92,29.96,16.92
38.57,28.43,25.75
12.06,58.37,36.13
3.5,41.75,39.48
-11.7,23.46,6.59
20.56,28.61,1.88
15.3,16.87,41.91
-2.12,53.48,37.59
26.74,34.61,20.21
-7.42,78.07,25.27
-4.18,64.3,44.88
-3.83,22.29,4.88
16.92,45.1,38.02
-13.12,34.68,28.12
8.86,43.8,6.72
38.43,60.53,38.93
27.37,75.92,15.64
28.58,42.9,16.99
33.82,19.41,39.65
7.65,52.94,0.28
0.41,26.14,21.78
37.79,29.11,31.96
20.64,90.3,4.8
-6.56,63.24,0.37
39.35,19.13,3.23
21.95,27.24,18.83
28.21,42.14,12.7
-1.22,86.16,10.02
12.45,42.86,33.85
-7.21,78.68,39.02
5.61,62.87,24.37
15.12,89.43,22.38
8.27,35.53,24.48
-11.24,72.07,9.56
24.79,83.72,41.81
27.78,79.73,4.41
7.32,38.99,10.59
-1.85,81.37,37.45
22.43,87.5,21.61
16.38,40.55,14.88
21.03,70.93,28.99
5.63,69.77,40.72
19.32,92.64,27.05
7.3,90.98,37.25
14.66,65.59,30.4
0.3,56.73,30.85
7.2,19.94,18.77
0.44,21.5,40.99
20.55,36.35,23.06
-6.07,51.73,30.35
17.04,33.36,23.44
16.99,28.95,17.39
30.0,40.93,28.12
26.25,18.99,13.0
-13.57,33.67,39.67
18.14,21.29,19.81
-10.59,56.32,0.46
-10.94,55.47,32.89
31.17,24.37,38.72
-0.64,70.46,25.8
25.62,30.3,21.46
39.18,83.12,27.87
39.36,73.88,8.69
23.48,89.85,44.58
16.02,89.42,20.68
29.59,57.12,5.62
-4.87,48.85,26.86
39.46,29.46,19.61
-3.89,73.4,21.04
23.41,37.18,43.16
-11.04,92.87,13.91
-6.76,42.45,34.3
-3.8,68.81,38.0
8.76,22.41,11.41
-3.41,61.35,0.94
26.1,54.61,35.35
1.87,82.61,29.28
4.8,84.43,41.21
21.12,33.38,17.91
-13.28,52.38,23.1
36.98,76.09,5.37
5.68,60.57,42.48
-2.3,33.0,43.85
28.27,59.08,40.84
4.5,36.22,38.04
4.56,74.49,37.88
1.07,90.81,7.64
-9.58,52.99,4.5
24.39,44.21,35.46
18.57,36.01,41.57
39.28,38.73,11.42
19.39,87.21,23.64
-13.28,48.83,32.62
11.07,18.36,2.81
-13.37,35.48,21.83
2.98,46.18,10.57
14.21,88.79,28.89
37.43,65.85,40.07
-13.85,78.37,3.75
38.2,65.61,16.4
34.85,76.34,25.93
22.16,29.69,5.02
-9.8,81.8,28.84
38.07,73.05,29.28
16.02,50.87,42.28
-14.95,66.31,23.17
30.53,22.62,40.14
-2.8,90.17,41.6
-0.08,61.86,12.7
17.78,35.27,17.45
-8.53,53.69,17.69
35.84,32.8,34.67
21.26,36.59,36.58
3.89,87.07,12.41
25.49,31.12,23.33
32.47,82.42,41.83
30.79,60.91,12.84
17.4,27.32,1.64
29.21,53.42,34.96
-6.14,50.27,0.12
19.42,44.38,42.31
4.46,38.29,24.19
1.69,84.85,7.18
-7.01,17.39,20.98
-12.81,38.12,12.41
-13.96,68.98,32.31
33.22,62.24,36.76
22.68,50.04,21.88
22.19,27.3,40.48
18.04,34.96,29.04
6.05,88.58,27.87
4.42,72.4,5.57
0.28,50.18,29.49
3.86,74.43,5.04
24.02,89.14,16.95
12.12,74.73,7.47
26.43,73.13,5.24
-9.88,54.25,25.52
12.4,68.12,32.31
6.28,80.04,37.35
-14.01,65.26,30.08
-5.9,91.72,3.49
-9.98,49.98,27.68
4.59,55.72,1.51
24.5,49.3,13.91
20.5,34.49,42.12
18.16,65.29,43.83
12.31,76.81,6.82
-10.26,81.8,15.96
15.13,55.64,41.76
-3.2,46.89,0.61
31.67,69.38,13.95
-3.5,57.22,34.86
30.47,28.51,36.25
15.84,65.16,3.41
5.92,40.09,31.99
-0.59,37.05,5.28
13.39,71.41,23.26
16.92,71.39,44.3
-6.93,44.06,18.71
39.23,45.94,19.0
-5.29,92.4,1.84
24.04,57.36,30.22
38.78,56.14,3.62
38.76,91.9,6.2
26.76,84.45,24.56
36.34,36.15,35.47
27.07,35.46,2.01
19.57,69.38,13.84
-3.25,47.05,5.54
-10.56,26.85,7.6
-12.74,61.69,29.96
8.09,18.69,17.72
17.41,53.42,21.53
7.52,54.88,30.09
25.51,56.45,4.48
13.62,24.88,6.22
0.56,24.09,15.65
37.31,43.59,25.5
6.41,49.96,43.51
-8.55,42.31,18.09
28.42,72.71,19.78
-4.1,87.26,19.96
-9.6,88.84,16.33
20.78,30.68,3.12
26.28,73.59,28.32
-12.12,87.63,3.72
21.34,32.93,25.33
24.64,74.16,13.45
19.42,85.81,3.69
32.15,60.74,14.56
-12.99,70.77,15.61
37.49,81.77,37.77
19.56,68.28,37.93
11.88,26.99,33.19
-10.25,79.08,22.23
-12.45,39.93,44.33
33.14,31.31,31.56
14.93,18.83,16.27
-7.31,39.33,17.29
-0.2,83.68,1.61
14.29,39.45,15.42
28.32,29.82,33.65
6.45,54.43,33.03
36.43,38.52,40.5
-4.85,47.98,35.21
29.29,45.26,35.38
-3.54,44.06,9.65
4.82,79.33,17.6
34.76,83.62,8.83
17.46,82.9,40.98
-8.19,53.44,23.27
-2.1,34.44,36.9
-14.92,51.18,37.19
2.96,19.78,18.89
14.09,32.47,15.14
16.26,23.12,13.28
36.86,56.58,0.87
32.69,62.25,20.98
33.03,82.77,9.11
26.71,26.0,18.03
13.2,24.93,32.07
21.3,27.01,32.1
18.85,41.41,36.6
13.23,26.57,28.23
25.43,65.74,23.33
37.8,21.69,37.44
9.34,23.47,34.29
2.34,42.89,4.7
39.25,67.55,4.59
28.51,58.42,4.46
38.88,39.14,30.0
7.32,88.62,7.8
39.76,81.61,9.13
15.96,54.47,8.52
8.76,89.88,34.4
6.08,80.75,35.51
4.34,71.86,7.23
8.06,87.47,2.2
12.2,74.64,14.71
36.48,36.43,16.09
19.32,87.25,39.24
19.35,79.2,14.96
12.67,76.08,4.81
-10.97,30.27,14.88
1.67,62.3,16.26
35.29,81.15,27.65
0.69,21.65,32.31
-4.02,38.62,36.56
-14.34,41.22,14.39
17.15,72.94,22.61
-11.85,73.25,39.65
29.59,56.48,12.38
15.23,47.96,43.83
6.7,47.05,3.45
28.91,42.35,30.09
26.79,62.41,23.36
6.65,83.25,11.45
7.74,28.39,13.34
-1.56,80.01,41.92
-12.84,35.22,34.2
-2.25,18.96,6.74
0.59,23.69,10.65
23.31,20.14,4.94
34.23,42.87,39.75
-1.2,82.88,34.88
35.18,59.33,17.1
-2.51,31.43,8.65
2.22,23.69,39.58
33.27,89.12,28.24
-0.47,75.47,16.33
-6.1,43.78,32.77
35.45,38.0,32.59
19.04,70.81,10.96
13.35,81.95,3.6
27.06,59.45,17.12
-11.65,42.73,29.27
-10.64,89.31,26.53
4.0,35.95,13.68
9.57,61.18,30.73
-14.9,58.42,34.17
29.18,63.93,5.0
-5.0,32.39,22.97
6.14,24.17,0.09
19.14,64.63,23.45
30.44,63.81,13.79
14.14,58.27,36.41
6.09,21.75,2.53
25.25,28.5,19.95
10.26,62.5,13.67
37.12,31.76,10.11
26.61,54.96,27.72
6.95,34.93,0.74
9.48,83.42,0.93
29.9,67.45,22.01
7.93,78.75,29.21
22.85,59.43,14.06
8.32,55.71,5.43
24.17,78.17,2.86
7.88,19.23,42.77
0.31,57.2,7.06
-1.35,88.92,18.8
2.13,75.3,31.89
-9.27,84.45,11.61
6.55,89.76,15.21
3.55,44.45,9.69
-12.18,74.82,23.64
-1.58,21.24,27.93
-7.8,90.07,44.34
13.29,25.58,37.45
22.7,32.11,42.79
20.1,23.06,2.0
27.9,41.81,40.51
-8.39,91.65,29.77
39.58,89.89,12.04
-8.47,66.09,44.17
39.66,29.76,17.32
-8.28,22.75,3.77
18.16,15.77,36.24
27.82,26.08,19.67
32.11,16.75,5.07
12.17,70.18,13.79
8.16,72.47,35.03
22.39,69.7,12.28
-0.18,58.69,7.43
29.53,84.27,0.7
9.16,87.16,17.74
21.32,82.52,39.84
21.81,68.33,0.95
30.78,86.32,20.16
24.62,24.29,43.33
-12.54,55.21,31.17
3.47,52.88,36.38
36.46,31.32,36.53
-3.0,18.43,0.77
28.89,22.0,14.75
9.57,59.63,32.03
-3.79,15.73,8.39
-14.0,90.64,43.35
12.56,29.73,6.26
-6.6,32.03,10.61
30.95,51.66,0.37
15.48,74.54,11.95
-1.61,21.55,8.74
12.86,32.73,35.67
14.4,70.26,2.54
15.92,50.39,0.64
35.58,43.46,14.77
9.42,52.92,5.85
39.73,59.64,42.44
22.25,61.66,18.68
-13.03,87.78,13.44
-1.72,44.83,2.94
-13.5,81.15,22.45
36.37,84.53,35.74
12.69,55.63,17.32
35.64,41.59,15.16
21.59,79.28,22.39
15.5,31.22,14.75
-8.36,92.6,0.15
10.03,72.31,18.82
33.76,90.6,9.74
11.2,41.61,6.0
4.71,24.67,36.6
24.37,52.23,30.87
-14.15,66.52,15.88
26.0,44.84,37.89
27.36,48.35,0.61
34.87,17.73,37.17
39.47,26.36,26.77
16.52,88.13,26.61
-5.79,55.32,34.75
34.54,29.7,2.97
-10.18,54.08,21.74
-7.33,30.17,43.45
32.56,22.17,40.22
18.08,65.13,25.96
16.39,34.16,29.85
-11.28,75.63,44.15
4.61,19.19,35.28
-14.29,83.4,12.47
39.51,63.63,29.51
3.95,49.7,29.39
29.05,39.78,16.55
23.58,87.76,10.33
16.32,45.19,44.4
22.01,54.44,0.21
-8.64,15.24,39.23
15.36,17.33,5.99
1.46,50.44,9.23
16.48,51.04,4.8
-0.06,72.9,2.09
-9.17,41.91,32.26
-8.11,39.0,29.1
-7.51,34.55,20.21
29.02,52.45,28.77
16.47,20.39,34.09
16.49,68.43,42.98
-0.97,92.83,10.55
30.36,38.07,16.79
2.2,46.86,17.64
2.94,69.62,2.28
-12.86,87.38,8.46
7.72,30.86,26.39
7.72,41.04,6.43
12.11,41.57,1.94
-0.14,61.14,36.21
-6.1,66.68,24.82
10.0,62.22,36.71
2.49,39.73,13.95
5.5,91.44,28.57
-2.08,67.16,19.01
1.42,73.35,36.26
6.23,24.24,4.8
21.51,39.47,30.5
20.54,75.74,22.81
35.83,57.35,42.41
39.56,49.62,28.35
39.1,26.62,12.8
36.2,53.65,14.42
17.43,84.34,39.67
-7.67,57.17,5.89
-3.82,69.0,0.71
38.81,92.59,33.29
3.07,91.84,8.58
3.73,47.51,13.02
14.1,63.43,38.13
-14.83,20.04,37.94
15.39,57.2,8.87
-6.79,23.51,31.72
9.45,45.41,36.25
-10.26,82.73,18.28
-4.74,71.26,26.95
5.71,85.19,11.54
13.88,42.65,42.2
19.62,65.88,43.88
38.19,91.47,17.5
-9.19,27.95,13.26
-9.1,84.44,15.69
-14.89,20.46,17.62
0.31,38.5,33.08
29.1,62.69,20.52
21.76,44.77,16.77
30.01,64.85,43.7
39.16,33.79,24.25
36.11,23.94,28.69
23.41,84.0,8.38
-13.74,28.47,2.49
-11.47,78.99,25.23
39.48,78.47,27.67
8.1,84.08,4.51
29.48,77.7,2.79
14.76,79.57,18.95
36.3,40.04,14.97
25.52,23.3,12.61
16.9,90.58,9.89
7.38,15.52,40.69
10.83,52.29,22.13
-13.73,55.12,16.99
-3.43,83.18,0.42
37.99,81.4,14.08
6.71,43.78,13.54
-9.81,80.76,32.33
6.66,84.42,26.52
-8.02,60.71,11.83
32.44,81.71,14.3
33.53,64.38,11.42
34.72,84.29,28.92
-13.79,16.19,6.64
30.8,31.07,41.98
6.03,22.81,37.49
-5.29,50.4,5.83
-2.12,80.2,10.61
10.73,81.87,21.68
1.04,75.43,24.6
32.74,72.08,44.06
-8.19,32.98,22.77
16.58,22.2,8.58
2.74,75.23,22.94
-8.54,72.58,26.8
-2.8,16.84,22.85
18.9,45.31,33.72
28.99,16.44,4.53
18.4,54.31,33.12
16.71,52.27,11.06
10.03,91.4,37.29
11.76,66.54,4.37
2.18,29.21,41.09
15.21,58.7,26.73
20.62,47.12,32.63
12.66,71.43,33.48
-6.84,21.13,39.35
28.54,30.23,41.6
30.3,68.25,6.91
31.15,58.13,18.34
0.24,85.21,37.14
27.42,79.35,38.94
23.8,76.87,17.03
3.87,61.63,29.79
29.95,88.5,35.16
18.62,41.73,33.63
20.66,34.54,41.56
3.92,39.94,6.52
-2.26,52.95,23.69
32.91,17.91,25.93
-3.94,42.15,34.27
13.45,21.99,21.36
-13.91,91.9,10.25
0.24,37.46,36.1
-14.35,59.28,38.11
-11.99,91.64,37.83
3.94,38.27,19.96
15.31,74.89,39.67
28.83,50.14,11.07
29.21,39.28,41.55
-11.73,37.97,19.68
38.43,49.92,24.36
26.58,18.52,10.9
39.27,53.74,4.95
-10.49,57.98,22.55
-10.19,34.72,39.9
12.69,35.43,31.08
7.03,68.87,26.48
37.96,81.22,27.96
1.68,72.25,23.53
4.44,81.37,44.95
-14.16,36.99,37.1
35.24,36.02,14.9
25.81,57.13,22.72
-1.67,80.53,14.39
10.45,66.26,28.87
-8.06,86.67,18.88
-7.18,90.93,6.24
22.71,65.72,37.32
8.22,37.83,14.14
17.4,88.06,7.1
-14.18,52.21,33.31
9.98,19.07,17.7
-1.6,61.87,21.29
17.58,90.03,30.51
-1.03,47.64,43.46
-11.82,29.53,30.85
-1.82,75.3,8.26
-14.04,91.01,31.49
-4.71,64.88,24.39
24.25,69.8,26.34
32.07,37.69,41.42
28.48,27.42,41.03
-3.57,49.32,16.35
20.87,83.87,9.33
-8.2,85.41,28.71
-5.51,62.96,16.9
21.64,89.82,43.28
9.43,65.82,41.39
10.3,49.17,37.53
3.19,73.02,28.15
4.03,73.4,19.27
9.62,68.42,37.05
32.76,16.72,25.19
-6.68,41.97,7.92
14.13,20.95,36.72
-14.69,53.47,21.28
23.86,41.1,36.06
30.36,41.7,36.3
30.96,23.27,41.9
23.1,24.08,35.5
1.23,32.86,44.33
-10.3,41.14,12.63
1.3,74.12,10.45
32.13,61.71,12.17
-2.24,15.75,32.19
23.8,51.57,19.99
6.89,78.79,15.21
-8.92,89.36,21.02
-4.43,28.09,15.88
28.62,74.39,42.17
37.93,59.26,19.49
14.47,68.04,42.82
21.83,16.02,17.49
14.59,16.06,10.82
-2.23,40.81,28.04
31.77,92.29,5.37
32.78,85.99,1.16
-0.5,27.16,31.73
9.03,83.88,9.89
-13.91,30.17,43.94
11.64,23.5,16.28
35.94,51.82,29.15
-9.41,19.68,17.48
-2.89,31.52,43.58
27.0,81.18,3.47
-6.58,45.47,33.24
27.86,89.44,14.71
17.69,62.35,40.28
21.51,38.44,12.22
14.13,28.41,19.54
19.49,70.43,38.13
10.94,33.45,26.82
21.86,62.6,31.09
32.89,86.15,36.78
-9.13,31.9,15.8
-4.68,48.67,36.35
-10.92,84.74,24.81
16.72,53.94,33.76
38.13,54.66,31.29
27.68,88.11,27.13
-0.06,15.12,6.38
6.74,22.69,28.32
4.38,27.98,31.11
-8.24,53.18,25.24
34.59,50.02,9.84
4.48,33.74,35.87
27.87,78.96,7.67
20.72,39.8,3.72
14.44,45.71,44.76
-14.02,71.44,7.06
3.75,79.85,17.21
13.26,28.96,1.99
-10.36,86.2,38.07
-4.66,24.92,14.8
-13.08,16.84,42.91
3.0,84.85,20.33
15.73,80.05,4.16
26.13,92.21,0.4
16.47,69.15,20.67
-9.58,54.85,16.81
4.06,90.26,32.36
31.45,57.97,21.81
-2.25,92.83,21.79
23.84,50.64,2.43
1.0,35.71,19.05
12.37,32.57,8.33
8.86,79.51,27.61
29.43,90.43,1.74
-7.69,78.69,17.14
24.53,54.82,38.06
2.36,29.64,20.13
9.75,47.55,1.99
-13.18,22.75,9.62
8.13,72.56,31.52
-14.61,59.5,34.35
19.9,82.43,19.28
-6.82,29.19,23.0
36.15,81.62,7.94
19.72,34.28,9.68
23.39,82.0,34.84
1.66,76.95,24.01
-5.1,65.07,18.53
-14.86,85.76,22.85
8.71,90.52,31.45
39.05,49.05,36.76
-8.51,57.19,25.47
22.84,68.27,2.15
1.12,26.88,5.79
16.62,20.55,25.24
-3.91,81.97,1.98
-0.13,73.28,22.5
31.67,34.88,14.52
17.74,17.48,6.94
1.86,33.49,42.3
